ID Cliente,Cor do Cabelo,Cor dos Olhos,Cor da Pele,Altura (cm),Peso (kg),Tatuagens,Piercings,Tipo Sanguíneo,Tipo de Pele
1426,Preto,Preto,Branca,197.58,83.1,2,2,AB-,Oleosa
1427,Loiro,Preto,Negra,174.48,54.21,4,2,B+,Normal
1428,Castanho,Verde,Indígena,163.14,52.83,3,2,A+,Oleosa
1429,Preto,Castanho,Parda,169.31,106.91,3,1,B+,Mista
1430,Loiro,Verde,Parda,192.51,47.49,0,0,A-,Normal
1431,Castanho,Castanho,Indígena,166.22,115.97,1,1,B-,Normal
1432,Preto,Castanho,Indígena,180.49,57.78,3,0,A-,Normal
1433,Preto,Verde,Indígena,187.8,108.17,2,1,A-,Mista
1434,Loiro,Azul,Negra,188.65,95.59,3,3,O+,Seca
1435,Ruivo,Preto,Branca,164.37,73.59,1,3,O-,Oleosa
1436,Ruivo,Castanho,Parda,163.09,41.7,0,2,AB-,Normal
1437,Loiro,Verde,Indígena,150.38,82.31,1,3,AB+,Mista
1438,Loiro,Preto,Amarela,165.33,76.91,5,1,B+,Seca
1439,Castanho,Preto,Negra,181.16,92.73,3,0,B-,Mista
1440,Ruivo,Verde,Amarela,193.89,65.63,1,1,B+,Normal
1441,Castanho,Azul,Parda,194.69,62.48,2,2,O+,Mista
1442,Preto,Azul,Negra,191.22,48.87,2,0,O-,Oleosa
1443,Loiro,Verde,Parda,153.73,94.81,5,1,A+,Normal
1444,Castanho,Azul,Indígena,191.62,73.44,2,2,A-,Oleosa
1445,Loiro,Preto,Branca,195.69,107.24,1,1,A-,Normal
1446,Castanho,Verde,Indígena,179.95,77.92,5,1,O+,Mista
1447,Preto,Castanho,Amarela,158.24,74.87,4,0,O-,Oleosa
1448,Preto,Verde,Negra,159.96,50.38,2,1,A-,Mista
1449,Ruivo,Azul,Parda,191.65,62.51,3,2,A-,Oleosa
1450,Ruivo,Preto,Parda,166.68,96.7,4,2,O+,Oleosa
1451,Preto,Preto,Branca,161.8,97.06,4,0,O-,Mista
1452,Castanho,Castanho,Amarela,189.67,68.32,3,1,O+,Normal
1453,Loiro,Verde,Negra,154.3,41.18,5,1,B+,Normal
1454,Preto,Azul,Branca,168.21,66.05,5,3,A+,Normal
1455,Preto,Castanho,Amarela,169.73,77.04,5,1,B+,Normal
1456,Castanho,Verde,Negra,154.41,55.99,1,2,AB-,Seca
1457,Preto,Azul,Parda,164.68,73.89,1,0,A-,Oleosa
1458,Preto,Azul,Parda,155.38,75.58,0,2,AB-,Mista
1459,Castanho,Preto,Amarela,191.38,74.05,4,0,B-,Oleosa
1460,Preto,Preto,Indígena,160.11,51.73,0,1,O+,Normal
1461,Ruivo,Preto,Parda,160.83,57.83,5,0,AB+,Oleosa
1462,Ruivo,Azul,Branca,158.68,48.91,1,0,B+,Oleosa
1463,Ruivo,Verde,Negra,180.97,118.64,1,2,O+,Seca
1464,Ruivo,Verde,Negra,160.72,110.88,1,1,O-,Normal
1465,Preto,Verde,Branca,170.97,102.92,2,2,B-,Normal
1466,Loiro,Castanho,Parda,186.39,49.17,3,3,A+,Mista
1467,Ruivo,Castanho,Negra,197.53,91.43,5,2,B+,Normal
1468,Ruivo,Preto,Branca,154.87,103.41,3,0,B+,Oleosa
1469,Preto,Preto,Indígena,189.94,60.72,0,0,A+,Mista
1470,Preto,Verde,Parda,172.37,97.0,3,2,AB+,Seca
1471,Castanho,Preto,Indígena,165.87,117.2,5,3,A-,Seca
1472,Ruivo,Verde,Amarela,150.8,63.97,5,2,O-,Mista
1473,Castanho,Verde,Indígena,181.04,115.1,0,0,AB-,Mista
1474,Ruivo,Castanho,Amarela,197.64,97.23,3,1,B-,Normal
1475,Loiro,Verde,Indígena,157.48,71.13,1,1,A+,Oleosa
1476,Preto,Preto,Parda,193.21,62.08,0,1,AB+,Seca
1477,Preto,Verde,Indígena,190.12,105.37,3,2,A+,Normal
1478,Castanho,Preto,Amarela,164.17,49.3,2,2,AB-,Seca
1479,Castanho,Verde,Amarela,188.49,99.91,2,3,B-,Oleosa
1480,Preto,Azul,Indígena,154.36,76.78,2,0,A-,Seca
1481,Preto,Castanho,Branca,188.82,77.11,3,0,AB+,Normal
1482,Preto,Castanho,Parda,158.87,92.68,3,0,A-,Seca
1483,Ruivo,Verde,Parda,169.15,71.07,3,0,A+,Mista
1484,Ruivo,Preto,Parda,176.46,68.96,1,1,AB-,Normal
1485,Loiro,Verde,Parda,199.88,116.08,5,2,A+,Normal
1486,Ruivo,Castanho,Amarela,184.8,111.54,3,1,O-,Normal
1487,Preto,Preto,Negra,176.19,100.16,1,2,AB-,Normal
1488,Ruivo,Azul,Amarela,178.07,73.76,3,2,AB-,Seca
1489,Castanho,Azul,Amarela,180.25,95.4,1,3,A+,Seca
1490,Preto,Preto,Negra,191.75,103.2,3,0,AB+,Normal
1491,Ruivo,Verde,Indígena,187.89,88.35,3,1,AB-,Normal
1492,Preto,Castanho,Negra,150.34,54.4,4,1,B+,Seca
1493,Castanho,Preto,Amarela,168.05,117.97,2,3,AB+,Oleosa
1494,Castanho,Verde,Parda,161.75,105.5,5,1,O+,Normal
1495,Ruivo,Preto,Amarela,175.71,110.4,0,3,O-,Normal
1496,Preto,Preto,Branca,177.89,104.71,4,3,O-,Seca
1497,Loiro,Castanho,Indígena,188.35,77.87,4,3,A+,Mista
1498,Castanho,Azul,Branca,170.11,108.67,4,0,B-,Normal
1499,Loiro,Azul,Amarela,194.51,48.01,4,1,O-,Oleosa
1500,Ruivo,Azul,Indígena,196.76,84.04,3,3,AB+,Mista
1501,Castanho,Azul,Parda,177.87,41.58,3,1,O+,Mista
1502,Loiro,Castanho,Branca,195.64,46.92,2,2,O-,Oleosa
1503,Castanho,Verde,Negra,188.79,107.7,3,1,O-,Seca
1504,Loiro,Preto,Indígena,170.8,89.58,2,0,A+,Mista
1505,Preto,Castanho,Parda,197.78,85.17,4,0,A+,Mista
1506,Preto,Azul,Parda,193.2,53.79,2,1,B-,Mista
1507,Ruivo,Azul,Parda,179.18,95.79,5,0,A+,Mista
1508,Castanho,Castanho,Parda,170.78,43.29,2,1,O-,Normal
1509,Loiro,Preto,Amarela,187.71,53.5,5,0,O+,Seca
1510,Ruivo,Castanho,Amarela,176.95,84.83,1,1,AB+,Seca
1511,Preto,Preto,Branca,163.98,75.62,2,0,AB+,Seca
1512,Preto,Castanho,Negra,193.13,61.33,4,1,A+,Mista
1513,Ruivo,Verde,Indígena,156.91,61.39,5,0,AB-,Oleosa
1514,Castanho,Azul,Indígena,185.31,101.49,2,0,B-,Seca
1515,Loiro,Verde,Negra,175.51,53.46,1,2,AB-,Mista
1516,Preto,Castanho,Indígena,199.16,61.49,4,2,AB-,Seca
1517,Ruivo,Verde,Parda,194.66,74.27,2,0,A+,Normal
1518,Preto,Preto,Indígena,163.98,66.82,1,1,A-,Seca
1519,Preto,Castanho,Amarela,181.61,55.71,3,0,O-,Oleosa
1520,Loiro,Preto,Amarela,186.64,105.91,5,0,B+,Oleosa
1521,Castanho,Verde,Branca,171.1,85.81,3,3,O-,Seca
1522,Castanho,Azul,Parda,168.19,75.89,2,3,B+,Mista
1523,Loiro,Castanho,Indígena,193.34,100.87,0,2,O-,Seca
1524,Ruivo,Preto,Amarela,189.38,40.86,1,2,O-,Normal
1525,Ruivo,Verde,Negra,192.08,68.71,3,1,B-,Mista
1526,Castanho,Castanho,Amarela,164.4,63.47,3,1,B+,Seca
1527,Preto,Azul,Indígena,175.1,82.89,3,0,B+,Mista
1528,Preto,Castanho,Negra,165.23,99.63,3,0,A+,Normal
1529,Ruivo,Azul,Amarela,180.72,70.28,4,0,A-,Mista
1530,Loiro,Verde,Indígena,155.93,100.89,3,1,B-,Seca
1531,Preto,Preto,Branca,154.15,73.44,2,0,B+,Seca
1532,Ruivo,Castanho,Branca,184.66,85.43,0,1,A+,Normal
1533,Loiro,Castanho,Amarela,199.27,62.47,2,1,AB-,Oleosa
1534,Castanho,Preto,Negra,151.27,77.41,1,2,A-,Mista
1535,Loiro,Castanho,Negra,196.63,55.83,0,3,A-,Mista
1536,Castanho,Castanho,Branca,150.31,74.71,3,1,B+,Normal
1537,Ruivo,Castanho,Indígena,151.97,96.49,3,0,A-,Normal
1538,Loiro,Castanho,Parda,157.8,45.06,3,3,B-,Seca
1539,Ruivo,Preto,Negra,165.34,40.97,2,1,AB+,Normal
1540,Castanho,Verde,Negra,181.96,116.58,0,1,A+,Mista
1541,Preto,Castanho,Amarela,179.32,87.65,2,3,O+,Normal
1542,Preto,Preto,Indígena,193.92,58.17,4,3,B-,Seca
1543,Castanho,Verde,Amarela,153.64,109.95,3,3,O+,Normal
1544,Preto,Preto,Parda,161.82,90.07,2,0,A+,Normal
1545,Preto,Azul,Negra,182.13,65.04,1,2,A-,Mista
1546,Loiro,Verde,Amarela,191.29,99.35,2,0,A+,Seca
1547,Loiro,Verde,Indígena,199.56,61.43,0,3,AB-,Seca
1548,Preto,Azul,Parda,155.79,47.31,0,0,A+,Mista
1549,Loiro,Verde,Parda,166.3,98.09,2,0,B+,Normal
1550,Castanho,Verde,Parda,165.87,58.76,3,1,AB+,Oleosa
1551,Loiro,Azul,Branca,160.42,102.42,1,0,A+,Mista
1552,Loiro,Preto,Parda,166.2,88.27,5,0,O+,Mista
1553,Loiro,Castanho,Indígena,174.03,106.82,1,3,AB-,Mista
1554,Ruivo,Verde,Indígena,176.09,42.6,0,2,A-,Seca
1555,Castanho,Preto,Indígena,181.67,102.48,4,0,A-,Normal
1556,Preto,Preto,Amarela,171.28,78.16,4,2,O-,Seca
1557,Preto,Azul,Negra,186.91,46.21,0,0,AB+,Seca
1558,Ruivo,Preto,Amarela,184.1,93.76,0,0,O-,Seca
1559,Loiro,Azul,Amarela,164.2,43.99,5,1,A-,Normal
1560,Castanho,Preto,Amarela,164.22,79.1,5,1,A-,Seca
1561,Castanho,Castanho,Parda,175.99,91.8,0,1,O-,Seca
1562,Preto,Preto,Amarela,180.85,72.85,4,0,A+,Oleosa
1563,Ruivo,Preto,Negra,169.29,47.51,2,1,O+,Seca
1564,Ruivo,Preto,Negra,181.0,57.77,5,2,AB+,Oleosa
1565,Ruivo,Azul,Amarela,185.84,80.42,0,2,AB-,Mista
1566,Ruivo,Verde,Parda,157.2,112.52,3,2,O-,Mista
1567,Castanho,Azul,Branca,198.15,60.95,2,3,O+,Normal
1568,Loiro,Castanho,Indígena,184.52,56.98,3,0,O+,Normal
1569,Preto,Azul,Parda,196.83,44.1,2,3,B-,Seca
1570,Castanho,Verde,Amarela,171.15,98.22,5,0,A-,Normal
1571,Ruivo,Castanho,Negra,194.94,46.59,4,2,B+,Normal
1572,Ruivo,Verde,Branca,189.44,100.2,1,3,AB+,Seca
1573,Preto,Verde,Amarela,185.97,107.46,1,3,A+,Normal
1574,Loiro,Castanho,Indígena,164.63,117.04,5,2,O-,Oleosa
1575,Loiro,Verde,Amarela,170.66,68.11,2,0,A+,Mista
1576,Loiro,Azul,Amarela,187.35,73.25,5,3,AB+,Mista
1577,Ruivo,Verde,Amarela,156.49,111.69,2,3,AB+,Oleosa
1578,Castanho,Preto,Negra,192.3,107.93,2,2,A-,Mista
1579,Castanho,Azul,Branca,199.24,50.51,1,1,B-,Seca
1580,Loiro,Verde,Indígena,185.18,110.15,4,2,A-,Mista
1581,Preto,Preto,Negra,195.96,100.4,2,3,A+,Normal
1582,Loiro,Azul,Negra,164.4,72.33,5,1,A-,Seca
1583,Loiro,Castanho,Indígena,197.49,113.97,5,1,A-,Oleosa
1584,Preto,Azul,Indígena,153.48,112.11,3,0,AB+,Seca
1585,Loiro,Castanho,Indígena,160.92,102.57,2,3,AB-,Normal
1586,Preto,Azul,Branca,190.68,69.42,1,1,O+,Mista
1587,Preto,Preto,Indígena,185.38,63.75,2,0,O-,Normal
1588,Castanho,Castanho,Indígena,190.39,95.52,1,3,O+,Seca
1589,Preto,Azul,Amarela,155.29,81.56,1,0,O-,Oleosa
1590,Loiro,Castanho,Branca,156.69,105.32,5,1,O-,Normal
1591,Preto,Verde,Parda,191.82,99.72,1,3,O+,Mista
1592,Loiro,Azul,Indígena,156.31,85.7,3,0,A-,Mista
1593,Preto,Azul,Negra,180.33,115.07,3,0,AB-,Normal
1594,Castanho,Preto,Negra,193.93,51.93,0,0,B+,Mista
1595,Loiro,Preto,Indígena,182.26,78.03,5,2,AB+,Normal
1596,Loiro,Preto,Amarela,181.35,95.66,5,3,O+,Normal
1597,Loiro,Castanho,Branca,181.2,86.15,5,0,A+,Mista
1598,Preto,Azul,Parda,152.95,48.8,0,1,A-,Normal
1599,Castanho,Castanho,Branca,186.91,102.17,0,3,O-,Seca
1600,Castanho,Azul,Indígena,194.27,64.65,2,1,A+,Oleosa
1601,Castanho,Preto,Amarela,175.98,43.28,3,0,B+,Mista
1602,Castanho,Castanho,Indígena,170.77,76.35,0,3,A-,Seca
1603,Preto,Verde,Indígena,174.48,107.3,4,3,O-,Mista
1604,Loiro,Verde,Negra,160.2,84.97,5,3,O+,Oleosa
1605,Ruivo,Azul,Negra,177.64,41.63,0,0,AB+,Oleosa
1606,Castanho,Castanho,Amarela,167.25,118.1,0,0,AB-,Mista
1607,Ruivo,Castanho,Parda,176.63,69.07,0,2,A-,Mista
1608,Preto,Azul,Negra,188.35,100.23,5,2,O-,Mista
1609,Preto,Azul,Negra,170.2,74.27,1,3,O-,Normal
1610,Ruivo,Preto,Amarela,185.31,67.0,2,3,A+,Normal
1611,Loiro,Azul,Negra,183.26,42.92,4,3,B+,Seca
1612,Ruivo,Preto,Parda,158.85,96.47,5,1,B+,Seca
1613,Preto,Castanho,Negra,159.03,75.54,2,1,B-,Normal
1614,Ruivo,Verde,Parda,167.5,113.19,3,1,A+,Mista
1615,Castanho,Verde,Branca,173.21,87.37,0,1,AB+,Normal
1616,Castanho,Preto,Branca,163.02,59.65,0,3,AB-,Seca
1617,Loiro,Azul,Negra,198.66,42.16,4,0,B-,Normal
1618,Ruivo,Azul,Indígena,178.1,78.64,5,0,AB+,Normal
1619,Ruivo,Verde,Amarela,163.28,75.2,4,3,O-,Mista
1620,Ruivo,Verde,Amarela,156.78,56.88,4,0,B+,Mista
1621,Ruivo,Preto,Negra,157.74,105.39,4,2,O-,Normal
1622,Loiro,Preto,Indígena,178.56,77.68,4,0,O-,Normal
1623,Preto,Castanho,Amarela,151.63,103.32,5,0,B+,Mista
1624,Loiro,Verde,Negra,157.12,112.38,3,3,AB-,Seca
1625,Preto,Azul,Negra,154.51,83.84,2,0,B-,Normal
1626,Preto,Castanho,Amarela,190.83,50.85,0,2,B+,Normal
1627,Preto,Preto,Indígena,192.74,98.79,0,0,A+,Normal
1628,Ruivo,Preto,Branca,187.1,73.65,4,3,AB-,Mista
1629,Loiro,Castanho,Indígena,169.12,111.03,0,1,B+,Mista
1630,Preto,Verde,Parda,182.88,78.03,5,1,AB+,Seca
1631,Castanho,Castanho,Negra,162.05,85.97,2,1,O-,Oleosa
1632,Preto,Azul,Negra,155.11,62.5,4,1,B-,Seca
1633,Loiro,Castanho,Amarela,152.65,46.5,1,2,AB-,Seca
1634,Ruivo,Verde,Branca,193.45,41.29,5,1,O-,Seca
1635,Castanho,Preto,Branca,185.91,80.95,3,0,B+,Mista
1636,Preto,Preto,Branca,198.02,80.65,2,3,O-,Mista
1637,Ruivo,Preto,Amarela,182.27,80.57,3,2,B+,Normal
1638,Loiro,Preto,Indígena,158.78,66.33,3,3,B-,Mista
1639,Loiro,Castanho,Amarela,172.86,80.19,0,2,B-,Mista
1640,Castanho,Preto,Amarela,160.75,66.36,2,2,AB-,Mista
1641,Castanho,Azul,Branca,172.14,87.82,5,1,O-,Normal
1642,Preto,Preto,Amarela,185.86,106.12,2,1,A+,Mista
1643,Ruivo,Castanho,Parda,160.86,70.98,3,1,B+,Mista
1644,Ruivo,Verde,Indígena,178.22,100.11,3,3,AB+,Mista
1645,Loiro,Preto,Branca,179.13,85.81,3,2,A+,Oleosa
1646,Loiro,Preto,Indígena,159.31,56.35,0,0,B-,Normal
1647,Preto,Azul,Indígena,191.89,94.38,4,3,O+,Oleosa
1648,Preto,Azul,Branca,151.46,53.53,5,1,O+,Oleosa
1649,Loiro,Castanho,Amarela,159.09,81.2,5,1,B-,Oleosa
1650,Loiro,Preto,Amarela,157.76,89.43,3,2,AB+,Seca
1651,Ruivo,Verde,Branca,197.76,107.83,4,1,O+,Normal
1652,Ruivo,Verde,Parda,195.48,100.48,3,2,AB+,Seca
1653,Ruivo,Preto,Amarela,160.7,118.99,5,2,AB+,Oleosa
1654,Preto,Azul,Branca,170.6,41.93,0,2,AB+,Normal
1655,Ruivo,Castanho,Parda,158.56,107.51,2,2,B+,Oleosa
1656,Castanho,Preto,Amarela,155.04,103.91,5,2,O-,Normal
1657,Castanho,Preto,Indígena,171.36,91.01,3,0,B-,Seca
1658,Ruivo,Azul,Amarela,166.35,107.85,5,1,B-,Oleosa
1659,Ruivo,Preto,Amarela,192.69,107.51,4,0,AB-,Mista
1660,Loiro,Castanho,Branca,153.77,90.94,3,3,O+,Oleosa
1661,Loiro,Verde,Branca,165.16,85.68,3,0,AB-,Seca
1662,Preto,Verde,Negra,177.66,51.12,5,1,B+,Mista
1663,Castanho,Castanho,Parda,157.19,49.44,5,2,B-,Oleosa
1664,Castanho,Verde,Indígena,194.84,76.43,3,1,A-,Oleosa
1665,Preto,Preto,Branca,166.26,60.99,4,1,O+,Mista
1666,Ruivo,Castanho,Negra,168.18,108.52,1,3,O-,Mista
1667,Ruivo,Azul,Parda,198.21,73.81,5,3,O+,Seca
1668,Preto,Azul,Amarela,189.47,96.01,4,1,B+,Normal
1669,Castanho,Azul,Parda,192.78,46.22,0,3,B+,Normal
1670,Castanho,Azul,Negra,177.01,109.15,5,1,O-,Oleosa
1671,Ruivo,Preto,Negra,166.01,94.62,2,3,B-,Normal
1672,Loiro,Preto,Amarela,196.98,75.42,5,1,AB-,Seca
1673,Preto,Azul,Negra,163.34,72.57,1,1,B-,Seca
1674,Preto,Preto,Parda,156.11,56.47,2,1,B-,Seca
1675,Ruivo,Castanho,Branca,186.24,107.11,3,0,AB+,Mista
1676,Preto,Castanho,Parda,173.15,101.0,2,0,A+,Mista
1677,Castanho,Castanho,Branca,187.18,72.18,4,2,O+,Normal
1678,Ruivo,Azul,Amarela,174.66,53.03,4,1,B+,Normal
1679,Castanho,Azul,Amarela,158.08,114.47,2,3,A+,Oleosa
1680,Loiro,Azul,Negra,169.65,94.09,0,2,A-,Oleosa
1681,Preto,Preto,Parda,162.36,110.37,4,3,O+,Seca
1682,Preto,Verde,Parda,150.98,77.97,5,2,O+,Mista
1683,Castanho,Verde,Parda,166.63,115.48,4,2,B-,Oleosa
1684,Ruivo,Preto,Amarela,193.27,86.42,0,3,B-,Normal
1685,Ruivo,Azul,Parda,178.88,54.18,2,3,AB+,Oleosa
1686,Preto,Azul,Amarela,197.65,106.96,5,2,A+,Mista
1687,Castanho,Preto,Parda,174.91,107.14,1,3,A-,Normal
1688,Loiro,Castanho,Indígena,185.77,46.41,5,3,AB+,Normal
1689,Castanho,Castanho,Parda,155.82,119.62,1,2,B+,Normal
1690,Ruivo,Preto,Indígena,194.66,105.31,5,0,A-,Oleosa
1691,Preto,Preto,Branca,180.18,114.44,1,3,AB-,Seca
1692,Preto,Castanho,Negra,192.4,79.24,0,1,O+,Mista
1693,Preto,Castanho,Negra,179.11,84.95,5,3,B-,Normal
1694,Loiro,Verde,Indígena,150.13,73.49,1,0,AB+,Normal
1695,Loiro,Verde,Parda,178.55,65.83,4,1,AB-,Mista
1696,Ruivo,Verde,Branca,172.01,110.69,5,0,B+,Oleosa
1697,Castanho,Azul,Negra,158.1,56.33,1,3,O+,Normal
1698,Castanho,Castanho,Parda,166.56,104.34,3,1,B-,Mista
1699,Castanho,Azul,Indígena,183.34,77.09,3,0,O+,Oleosa
1700,Loiro,Preto,Parda,179.79,76.6,2,3,B+,Mista
1701,Preto,Azul,Parda,187.99,113.15,0,2,O+,Normal
1702,Ruivo,Azul,Parda,195.53,40.49,2,2,B+,Oleosa
1703,Ruivo,Preto,Negra,185.94,73.83,2,1,B-,Seca
1704,Loiro,Azul,Indígena,160.71,106.44,3,3,B-,Seca
1705,Loiro,Azul,Parda,185.4,88.86,5,3,AB-,Seca
1706,Preto,Verde,Amarela,190.88,53.73,1,3,O-,Normal
1707,Preto,Preto,Amarela,156.91,86.98,4,0,A+,Seca
1708,Loiro,Preto,Parda,197.56,52.62,4,0,AB+,Normal
1709,Ruivo,Preto,Negra,197.29,56.5,3,2,AB+,Mista
1710,Preto,Preto,Negra,175.95,95.64,1,2,AB+,Mista
1711,Preto,Castanho,Negra,156.53,82.84,1,2,AB-,Mista
1712,Ruivo,Castanho,Indígena,151.4,116.29,0,0,AB-,Normal
1713,Preto,Preto,Parda,183.76,58.75,2,0,A-,Mista
1714,Ruivo,Castanho,Amarela,198.6,110.74,0,0,AB+,Mista
1715,Castanho,Azul,Parda,156.74,93.97,2,2,B-,Oleosa
1716,Preto,Verde,Negra,168.22,58.99,0,2,AB+,Mista
1717,Preto,Verde,Branca,186.46,66.15,1,0,AB+,Seca
1718,Castanho,Azul,Negra,186.31,94.97,0,2,B+,Mista
1719,Ruivo,Verde,Indígena,152.71,91.18,4,3,A-,Oleosa
1720,Preto,Azul,Parda,159.42,95.39,3,1,A-,Mista
1721,Castanho,Azul,Negra,151.88,49.04,3,0,A-,Normal
1722,Ruivo,Verde,Indígena,152.22,68.7,0,2,O-,Oleosa
1723,Preto,Azul,Branca,188.05,85.25,2,1,AB-,Seca
1724,Loiro,Verde,Parda,174.45,118.27,3,3,AB+,Oleosa
1725,Castanho,Preto,Parda,190.54,75.97,2,0,AB+,Mista
1726,Ruivo,Verde,Indígena,184.3,119.51,3,0,AB+,Mista
1727,Loiro,Verde,Indígena,173.28,87.91,1,3,AB-,Oleosa
1728,Ruivo,Preto,Amarela,175.17,45.08,1,3,O-,Oleosa
1729,Loiro,Verde,Amarela,193.18,67.2,4,0,AB+,Normal
1730,Loiro,Azul,Indígena,171.92,83.09,4,0,B+,Oleosa
1731,Castanho,Castanho,Negra,184.18,55.19,0,2,A-,Oleosa
1732,Castanho,Preto,Parda,184.67,69.43,2,3,AB+,Seca
1733,Loiro,Verde,Negra,186.1,119.7,3,0,B+,Seca
1734,Castanho,Preto,Indígena,193.93,82.44,5,1,AB+,Seca
1735,Ruivo,Preto,Indígena,183.37,116.69,5,3,O+,Normal
1736,Preto,Azul,Parda,167.87,61.72,4,0,B-,Normal
1737,Ruivo,Azul,Indígena,161.84,84.91,2,0,A-,Mista
1738,Loiro,Verde,Parda,176.75,81.01,1,1,AB-,Seca
1739,Ruivo,Verde,Amarela,196.22,102.06,2,3,A-,Normal
1740,Loiro,Preto,Amarela,189.93,92.7,3,0,B+,Mista
1741,Ruivo,Preto,Negra,196.13,59.63,2,2,A-,Mista
1742,Ruivo,Preto,Indígena,189.52,44.34,2,2,A-,Oleosa
1743,Castanho,Azul,Amarela,190.68,51.74,1,2,O+,Mista
1744,Loiro,Preto,Negra,152.02,109.73,0,2,AB+,Normal
1745,Loiro,Verde,Amarela,150.87,94.26,1,3,O-,Oleosa
1746,Preto,Verde,Amarela,198.9,99.23,2,2,B+,Seca
1747,Ruivo,Castanho,Branca,161.81,77.27,4,2,AB+,Normal
1748,Ruivo,Preto,Branca,169.39,83.1,2,1,O+,Normal
1749,Preto,Azul,Parda,154.1,73.14,2,3,AB+,Normal
1750,Loiro,Castanho,Negra,178.63,80.16,0,1,B+,Normal
1751,Ruivo,Azul,Parda,189.71,114.19,0,3,O-,Mista
1752,Preto,Azul,Negra,166.04,70.91,5,2,B+,Mista
1753,Preto,Preto,Negra,173.01,70.15,5,1,AB+,Seca
1754,Preto,Preto,Negra,167.34,91.27,1,3,O-,Seca
1755,Ruivo,Preto,Parda,193.59,93.07,5,3,B-,Seca
1756,Loiro,Castanho,Indígena,197.7,94.22,1,0,AB-,Oleosa
1757,Loiro,Azul,Branca,193.6,67.5,4,2,B-,Oleosa
1758,Preto,Preto,Negra,178.53,91.62,3,0,O-,Normal
1759,Preto,Preto,Parda,196.43,86.39,5,1,AB-,Normal
1760,Loiro,Preto,Amarela,154.68,100.45,1,2,A-,Seca
1761,Preto,Preto,Amarela,188.95,112.23,2,2,AB-,Mista
1762,Preto,Verde,Indígena,182.15,44.14,0,2,B-,Normal
1763,Loiro,Azul,Branca,158.37,70.37,4,2,A+,Oleosa
1764,Ruivo,Azul,Indígena,196.34,108.07,5,2,A+,Seca
1765,Preto,Preto,Negra,197.09,110.6,5,2,O-,Mista
1766,Ruivo,Castanho,Negra,187.46,86.47,5,3,AB-,Normal
1767,Preto,Azul,Parda,183.2,97.82,3,3,A-,Mista
1768,Preto,Castanho,Branca,154.62,51.35,3,0,AB+,Normal
1769,Preto,Preto,Amarela,159.94,107.99,2,0,AB-,Mista
1770,Castanho,Preto,Branca,163.86,80.88,3,1,A-,Seca
1771,Ruivo,Azul,Parda,193.39,66.29,3,0,B-,Oleosa
1772,Ruivo,Preto,Indígena,175.57,55.98,2,0,AB+,Mista
1773,Preto,Castanho,Branca,152.83,75.9,0,0,O-,Seca
1774,Loiro,Preto,Parda,191.16,43.71,1,3,B+,Normal
1775,Preto,Preto,Indígena,195.58,78.08,0,1,B-,Seca
1776,Castanho,Azul,Indígena,178.83,114.95,1,1,A+,Seca
1777,Preto,Verde,Indígena,199.61,118.19,2,3,AB-,Mista
1778,Castanho,Castanho,Branca,154.13,72.98,0,1,O-,Normal
1779,Preto,Verde,Branca,184.34,63.87,4,1,B+,Seca
1780,Ruivo,Preto,Amarela,174.99,75.7,5,3,AB+,Oleosa
1781,Preto,Castanho,Indígena,180.43,43.83,1,3,AB-,Normal
1782,Ruivo,Preto,Indígena,155.76,42.49,0,2,B-,Seca
1783,Loiro,Verde,Negra,169.89,90.33,1,1,A-,Mista
1784,Loiro,Verde,Negra,181.66,42.52,2,0,A+,Normal
1785,Preto,Castanho,Parda,186.59,91.25,4,3,A-,Oleosa
1786,Preto,Preto,Negra,155.78,109.29,2,1,B+,Mista
1787,Loiro,Verde,Negra,157.87,108.72,1,3,AB+,Normal
1788,Castanho,Castanho,Negra,193.34,76.34,2,1,O+,Oleosa
1789,Loiro,Preto,Amarela,196.2,72.17,3,2,AB+,Mista
1790,Loiro,Preto,Negra,198.01,82.3,2,0,B-,Mista
1791,Castanho,Castanho,Branca,170.51,88.05,4,2,O-,Seca
1792,Loiro,Preto,Indígena,187.63,73.17,0,3,O+,Seca
1793,Loiro,Verde,Parda,156.98,53.91,2,0,B+,Normal
1794,Castanho,Verde,Indígena,155.76,109.61,1,1,AB+,Oleosa
1795,Castanho,Castanho,Parda,188.57,63.68,4,2,B-,Normal
1796,Ruivo,Azul,Branca,183.67,63.93,4,0,A+,Normal
1797,Preto,Preto,Negra,155.8,82.13,4,0,A-,Seca
1798,Ruivo,Verde,Branca,169.13,100.18,2,3,AB+,Normal
1799,Castanho,Verde,Negra,155.23,42.42,5,2,O+,Normal
1800,Loiro,Verde,Indígena,195.66,108.05,1,0,A+,Seca
1801,Castanho,Verde,Parda,152.09,76.61,5,0,O+,Mista
1802,Loiro,Preto,Branca,180.88,81.31,0,0,O+,Seca
1803,Ruivo,Azul,Negra,151.6,92.78,3,1,O+,Seca
1804,Ruivo,Preto,Negra,156.8,117.28,4,3,A-,Mista
1805,Ruivo,Preto,Negra,167.15,116.11,4,2,A+,Oleosa
1806,Loiro,Castanho,Indígena,187.13,54.71,2,0,O+,Normal
1807,Preto,Verde,Indígena,176.46,91.75,2,1,O+,Seca
1808,Preto,Verde,Amarela,171.88,90.51,4,2,B-,Oleosa
1809,Preto,Azul,Amarela,162.43,47.11,4,2,O-,Mista
